# Step Energy(kJ/mol) AcceptanceRatio R_ee R_g
    2110     0.341707E+24      0.1972      2.0642      1.3452
    2120     0.341687E+24      0.1972      2.1453      1.3535
    2130     0.340904E+24      0.1967      2.1708      1.3528
    2140     0.340904E+24      0.1958      2.1708      1.3528
    2150     0.340904E+24      0.1949      2.1708      1.3528
    2160     0.340904E+24      0.1940      2.1708      1.3528
    2170     0.340903E+24      0.1935      2.1715      1.3531
    2180     0.340903E+24      0.1931      2.2935      1.3433
    2190     0.340903E+24      0.1922      2.2935      1.3433
    2200     0.340903E+24      0.1918      2.3171      1.3421
    2210     0.340902E+24      0.1919      2.3168      1.3418
    2220     0.340902E+24      0.1910      2.3168      1.3418
    2230     0.340902E+24      0.1901      2.3168      1.3418
    2240     0.340902E+24      0.1897      2.2689      1.3438
    2250     0.340902E+24      0.1889      2.2689      1.3438
    2260     0.340902E+24      0.1889      2.1775      1.3360
    2270     0.340902E+24      0.1881      2.1775      1.3360
    2280     0.340414E+24      0.1877      2.2300      1.3347
    2290     0.340414E+24      0.1869      2.2300      1.3347
    2300     0.340414E+24      0.1861      2.2300      1.3347
    2310     0.340414E+24      0.1853      2.2300      1.3347
    2320     0.340414E+24      0.1845      2.2300      1.3347
    2330     0.340414E+24      0.1837      2.2300      1.3347
    2340     0.340414E+24      0.1842      2.2051      1.3342
    2350     0.340414E+24      0.1834      2.2051      1.3342
    2360     0.340382E+24      0.1835      2.1458      1.3369
    2370     0.340351E+24      0.1835      2.1477      1.3368
    2380     0.340351E+24      0.1832      2.1681      1.3389
    2390     0.340351E+24      0.1824      2.1681      1.3389
    2400     0.340351E+24      0.1821      2.1682      1.3394
    2410     0.340351E+24      0.1813      2.1682      1.3394
    2420     0.340351E+24      0.1810      2.1068      1.3382
    2430     0.340347E+24      0.1807      2.2355      1.3346
    2440     0.340347E+24      0.1807      2.2027      1.3336
    2450     0.340347E+24      0.1804      2.1681      1.3437
    2460     0.340347E+24      0.1805      1.9504      1.3428
    2470     0.340347E+24      0.1798      1.9504      1.3428
    2480     0.334939E+24      0.1802      2.0946      1.3452
    2490     0.334939E+24      0.1799      2.0749      1.3461
    2500     0.334728E+24      0.1796      1.9155      1.3633
    2510     0.334637E+24      0.1793      1.9017      1.3631
    2520     0.334637E+24      0.1794      1.8051      1.3706
    2530     0.333711E+24      0.1802      1.6652      1.3833
    2540     0.331120E+24      0.1819      1.7679      1.3997
    2550     0.329866E+24      0.1827      1.7965      1.4238
    2560     0.329820E+24      0.1824      1.7752      1.4218
    2570     0.329820E+24      0.1817      1.7752      1.4218
    2580     0.329640E+24      0.1822      1.7986      1.4211
    2590     0.320867E+24      0.1826      1.8275      1.4286
    2600     0.320157E+24      0.1827      1.8285      1.4297
    2610     0.319240E+24      0.1828      1.7662      1.4218
    2620     0.319240E+24      0.1828      2.0131      1.4234
    2630     0.319239E+24      0.1833      1.9678      1.4213
    2640     0.319239E+24      0.1826      1.9678      1.4213
    2650     0.319075E+24      0.1823      2.1298      1.4329
    2660     0.319075E+24      0.1820      2.1307      1.4336
    2670     0.319075E+24      0.1820      2.1153      1.4388
    2680     0.319057E+24      0.1817      2.1116      1.4386
    2690     0.319057E+24      0.1822      2.0688      1.4457
    2700     0.318254E+24      0.1833      1.7712      1.4552
    2710     0.318254E+24      0.1827      1.7712      1.4552
    2720     0.318254E+24      0.1820      1.7712      1.4552
    2730     0.318253E+24      0.1821      1.7812      1.4635
    2740     0.318163E+24      0.1825      1.7993      1.4699
    2750     0.318163E+24      0.1822      1.7987      1.4699
    2760     0.316115E+24      0.1822      1.8014      1.4678
    2770     0.316115E+24      0.1819      2.0114      1.4776
    2780     0.315824E+24      0.1817      1.9893      1.4821
    2790     0.315824E+24      0.1814      2.0456      1.4887
    2800     0.315532E+24      0.1811      2.0496      1.4902
    2810     0.315532E+24      0.1804      2.0496      1.4902
    2820     0.315516E+24      0.1809      2.0921      1.4811
    2830     0.315011E+24      0.1809      2.2563      1.4928
    2840     0.315011E+24      0.1806      2.2463      1.4906
    2850     0.315010E+24      0.1811      2.2676      1.4910
    2860     0.314929E+24      0.1815      2.3001      1.4897
    2870     0.314827E+24      0.1812      2.1357      1.4927
    2880     0.314796E+24      0.1816      1.9336      1.4932
    2890     0.314796E+24      0.1810      1.9336      1.4932
    2900     0.314796E+24      0.1807      1.9069      1.4946
    2910     0.314788E+24      0.1804      1.9087      1.4944
    2920     0.313128E+24      0.1805      1.9363      1.4954
    2930     0.312941E+24      0.1805      2.0251      1.5075
    2940     0.312923E+24      0.1803      1.8308      1.5119
    2950     0.312907E+24      0.1803      1.6716      1.4976
    2960     0.312907E+24      0.1804      1.5645      1.5004
    2970     0.312905E+24      0.1801      1.6126      1.4987
    2980     0.312593E+24      0.1809      1.7411      1.5005
    2990     0.279104E+24      0.1813      1.8859      1.5027
    3000     0.279102E+24      0.1817      1.6846      1.4995
    3010     0.279100E+24      0.1814      1.8336      1.5047
    3020     0.279100E+24      0.1815      1.8027      1.5065
    3030     0.178090E+24      0.1818      2.1338      1.5139
    3040     0.178090E+24      0.1812      2.1338      1.5139
    3050     0.170357E+24      0.1810      2.0126      1.5148
    3060     0.170347E+24      0.1817      2.1086      1.5167
    3070     0.170346E+24      0.1818      1.9443      1.5097
    3080     0.170344E+24      0.1818      2.2805      1.5050
    3090     0.170344E+24      0.1812      2.2805      1.5050
    3100     0.170344E+24      0.1810      2.5466      1.5132
    3110     0.170344E+24      0.1804      2.5466      1.5132
    3120     0.170344E+24      0.1798      2.5466      1.5132
    3130     0.170344E+24      0.1792      2.5466      1.5132
    3140     0.148023E+24      0.1790      2.5283      1.5115
    3150     0.148023E+24      0.1784      2.5283      1.5115
    3160     0.147685E+24      0.1788      2.3591      1.4995
    3170     0.147685E+24      0.1792      2.2159      1.5038
    3180     0.147637E+24      0.1792      2.1536      1.4966
    3190     0.147637E+24      0.1790      2.2307      1.4937
    3200     0.131267E+24      0.1794      2.3650      1.4963
    3210     0.129793E+24      0.1794      2.2898      1.4963
    3220     0.114255E+24      0.1792      2.2139      1.4956
    3230     0.113858E+24      0.1793      2.4193      1.4896
    3240     0.112943E+24      0.1796      2.4724      1.4899
    3250     0.112942E+24      0.1794      2.5082      1.4884
    3260     0.106996E+24      0.1791      2.5771      1.4885
    3270     0.106216E+24      0.1792      2.6761      1.4753
    3280     0.911069E+23      0.1793      2.8161      1.4769
    3290     0.911069E+23      0.1790      2.7357      1.4791
    3300     0.910420E+23      0.1791      2.7316      1.4858
    3310     0.910348E+23      0.1795      2.7775      1.4898
    3320     0.893043E+23      0.1795      2.6845      1.4931
    3330     0.892055E+23      0.1799      2.6391      1.4969
    3340     0.846648E+23      0.1808      2.6499      1.5005
    3350     0.843858E+23      0.1815      2.2249      1.5083
    3360     0.817440E+23      0.1818      2.3389      1.5207
    3370     0.817430E+23      0.1819      2.3604      1.5178
    3380     0.817424E+23      0.1817      2.7040      1.5290
    3390     0.816050E+23      0.1823      2.9533      1.5434
    3400     0.815529E+23      0.1824      3.2704      1.5599
    3410     0.815529E+23      0.1818      3.2704      1.5599
    3420     0.801502E+23      0.1825      3.4777      1.5592
    3430     0.801207E+23      0.1831      3.4661      1.5725
    3440     0.801207E+23      0.1828      3.4537      1.5727
    3450     0.800253E+23      0.1829      3.3685      1.5792
    3460     0.718146E+23      0.1835      2.8517      1.5748
    3470     0.718092E+23      0.1833      2.8240      1.5734
    3480     0.703661E+23      0.1833      3.3165      1.5943
    3490     0.703525E+23      0.1837      3.2275      1.5899
    3500     0.694760E+23      0.1837      3.1238      1.5966
    3510     0.694760E+23      0.1838      3.1326      1.5972
    3520     0.235014E+23      0.1844      3.6242      1.6349
    3530     0.235012E+23      0.1844      3.5050      1.6273
    3540     0.235008E+23      0.1847      3.4294      1.6172
    3550     0.202537E+23      0.1851      3.2359      1.6231
    3560     0.202537E+23      0.1851      3.2666      1.6259
    3570     0.202537E+23      0.1846      3.2666      1.6259
    3580     0.202537E+23      0.1841      3.2666      1.6259
    3590     0.147603E+23      0.1841      3.4842      1.6356
    3600     0.147577E+23      0.1844      2.8729      1.6280
