x y z
0.404040 2.171717 -1.045929
0.404040 2.222222 -1.045411
0.404040 2.272727 -1.042226
0.404040 2.323232 -1.036384
0.404040 2.373737 -1.027898
0.404040 2.424242 -1.016791
0.404040 2.474747 -1.003091
0.404040 2.525253 -0.986834
0.404040 2.575758 -0.968059
0.404040 2.626263 -0.946816
0.404040 2.676768 -0.923158
0.404040 2.727273 -0.897145
0.404040 2.777778 -0.868845
0.404040 2.828283 -0.838329
0.404040 2.878788 -0.805676
0.404040 2.929293 -0.770967
0.404040 2.979798 -0.734293
0.404040 3.030303 -0.695745
0.404040 3.080808 -0.655424
0.404040 3.131313 -0.613431
0.404040 3.181818 -0.569874
0.404040 3.232323 -0.524863
0.404040 3.282828 -0.478514
0.404040 3.333333 -0.430944
0.404040 3.383838 -0.382276
0.404040 3.434343 -0.332633
0.404040 3.484848 -0.282141
0.404040 3.535354 -0.230930
0.404040 3.585859 -0.179130
0.404040 3.636364 -0.126873
0.404040 3.686869 -0.074292
0.404040 3.737374 -0.021523
0.404040 3.787879 0.031302
0.404040 3.838384 0.084047
0.404040 3.888889 0.136578
0.404040 3.939394 0.188760
0.404040 3.989899 0.240461
0.404040 4.040404 0.291549
0.404040 4.090909 0.341893
0.404040 4.141414 0.391365
0.404040 4.191919 0.439840
0.404040 4.242424 0.487192
0.404040 4.292929 0.533302
0.404040 4.343434 0.578052
0.404040 4.393939 0.621328
0.404040 4.444444 0.663020
0.404040 4.494949 0.703020
0.404040 4.545455 0.741228
0.404040 4.595960 0.777545
0.404040 4.646465 0.811880
0.404040 4.696970 0.844144
0.404040 4.747475 0.874255
0.404040 4.797980 0.902137
0.404040 4.848485 0.927718
0.404040 4.898990 0.950933
0.404040 4.949495 0.971723
0.404040 5.000000 0.990035
0.424242 0.000000 0.585456
0.424242 0.050505 0.542552
0.424242 0.101010 0.498265
0.424242 0.151515 0.452706
0.424242 0.202020 0.405994
0.424242 0.252525 0.358246
0.424242 0.303030 0.309584
0.424242 0.353535 0.260133
0.424242 0.404040 0.210019
0.424242 0.454545 0.159369
0.424242 0.505051 0.108312
0.424242 0.555556 0.056979
0.424242 0.606061 0.005501
0.424242 0.656566 -0.045991
0.424242 0.707071 -0.097366
0.424242 0.757576 -0.148492
0.424242 0.808081 -0.199240
0.424242 0.858586 -0.249479
0.424242 0.909091 -0.299083
0.424242 0.959596 -0.347924
0.424242 1.010101 -0.395877
0.424242 1.060606 -0.442821
0.424242 1.111111 -0.488636
0.424242 1.161616 -0.533204
0.424242 1.212121 -0.576413
0.424242 1.262626 -0.618151
0.424242 1.313131 -0.658314
0.424242 1.363636 -0.696797
0.424242 1.414141 -0.733504
0.424242 1.464646 -0.768339
0.424242 1.515152 -0.801216
0.424242 1.565657 -0.832049
0.424242 1.616162 -0.860760
0.424242 1.666667 -0.887276
0.424242 1.717172 -0.911530
0.424242 1.767677 -0.933459
0.424242 1.818182 -0.953007
0.424242 1.868687 -0.970125
0.424242 1.919192 -0.984768
0.424242 1.969697 -0.996901
0.424242 2.020202 -1.006491
0.424242 2.070707 -1.013514
0.424242 2.121212 -1.017953
0.424242 2.171717 -1.019796
0.424242 2.222222 -1.019038
0.424242 2.272727 -1.015681
0.424242 2.323232 -1.009734
0.424242 2.373737 -1.001212
0.424242 2.424242 -0.990137
0.424242 2.474747 -0.976536
0.424242 2.525253 -0.960446
0.424242 2.575758 -0.941905
0.424242 2.626263 -0.920963
0.424242 2.676768 -0.897672
0.424242 2.727273 -0.872092
0.424242 2.777778 -0.844288
0.424242 2.828283 -0.814331
0.424242 2.878788 -0.782297
0.424242 2.929293 -0.748268
0.424242 2.979798 -0.712331
0.424242 3.030303 -0.674577
0.424242 3.080808 -0.635103
0.424242 3.131313 -0.594009
0.424242 3.181818 -0.551400
0.424242 3.232323 -0.507385
0.424242 3.282828 -0.462077
0.424242 3.333333 -0.415589
0.424242 3.383838 -0.368042
0.424242 3.434343 -0.319557
0.424242 3.484848 -0.270256
0.424242 3.535354 -0.220266
0.424242 3.585859 -0.169715
0.424242 3.636364 -0.118731
0.424242 3.686869 -0.067443
0.424242 3.737374 -0.015984
0.424242 3.787879 0.035516
0.424242 3.838384 0.086925
0.424242 3.888889 0.138112
0.424242 3.939394 0.188948
0.424242 3.989899 0.239301
0.424242 4.040404 0.289045
0.424242 4.090909 0.338051
0.424242 4.141414 0.386195
0.424242 4.191919 0.433354
0.424242 4.242424 0.479408
0.424242 4.292929 0.524239
0.424242 4.343434 0.567734
0.424242 4.393939 0.609781
0.424242 4.444444 0.650272
0.424242 4.494949 0.689105
0.424242 4.545455 0.726181
0.424242 4.595960 0.761405
0.424242 4.646465 0.794687
0.424242 4.696970 0.825943
0.424242 4.747475 0.855092
0.424242 4.797980 0.882061
0.424242 4.848485 0.906780
0.424242 4.898990 0.929186
0.424242 4.949495 0.949223
0.424242 5.000000 0.966840
0.444444 0.000000 0.566192
0.444444 0.050505 0.524318
0.444444 0.101010 0.481106
0.444444 0.151515 0.436667
0.444444 0.202020 0.391115
0.444444 0.252525 0.344565
0.444444 0.303030 0.297137
0.444444 0.353535 0.248950
0.444444 0.404040 0.200129
0.444444 0.454545 0.150798
0.444444 0.505051 0.101082
0.444444 0.555556 0.051108
0.444444 0.606061 0.001004
0.444444 0.656566 -0.049103
0.444444 0.707071 -0.099085
0.444444 0.757576 -0.148814
0.444444 0.808081 -0.198163
0.444444 0.858586 -0.247007
0.444444 0.909091 -0.295221
0.444444 0.959596 -0.342682
0.444444 1.010101 -0.389269
0.444444 1.060606 -0.434864
0.444444 1.111111 -0.479349
0.444444 1.161616 -0.522613
0.444444 1.212121 -0.564543
0.444444 1.262626 -0.605033
0.444444 1.313131 -0.643981
0.444444 1.363636 -0.681286
0.444444 1.414141 -0.716854
0.444444 1.464646 -0.750594
0.444444 1.515152 -0.782420
0.444444 1.565657 -0.812250
0.444444 1.616162 -0.840009
0.444444 1.666667 -0.865626
0.444444 1.717172 -0.889035
0.444444 1.767677 -0.910177
0.444444 1.818182 -0.928997
0.444444 1.868687 -0.945449
0.444444 1.919192 -0.959489
0.444444 1.969697 -0.971083
0.444444 2.020202 -0.980200
0.444444 2.070707 -0.986817
0.444444 2.121212 -0.990918
0.444444 2.171717 -0.992492
0.444444 2.222222 -0.991535
0.444444 2.272727 -0.988049
0.444444 2.323232 -0.982043
0.444444 2.373737 -0.973533
0.444444 2.424242 -0.962540
0.444444 2.474747 -0.949092
0.444444 2.525253 -0.933224
0.444444 2.575758 -0.914977
0.444444 2.626263 -0.894395
0.444444 2.676768 -0.871533
0.444444 2.727273 -0.846448
0.444444 2.777778 -0.819205
0.444444 2.828283 -0.789872
0.444444 2.878788 -0.758526
0.444444 2.929293 -0.725244
0.444444 2.979798 -0.690113
0.444444 3.030303 -0.653223
0.444444 3.080808 -0.614666
0.444444 3.131313 -0.574542
0.444444 3.181818 -0.532953
0.444444 3.232323 -0.490004
0.444444 3.282828 -0.445806
0.444444 3.333333 -0.400471
0.444444 3.383838 -0.354115
0.444444 3.434343 -0.306855
0.444444 3.484848 -0.258813
0.444444 3.535354 -0.210111
0.444444 3.585859 -0.160874
0.444444 3.636364 -0.111226
0.444444 3.686869 -0.061294
0.444444 3.737374 -0.011206
0.444444 3.787879 0.038911
0.444444 3.838384 0.088928
0.444444 3.888889 0.138719
0.444444 3.939394 0.188156
0.444444 3.989899 0.237112
0.444444 4.040404 0.285465
0.444444 4.090909 0.333089
0.444444 4.141414 0.379864
0.444444 4.191919 0.425670
0.444444 4.242424 0.470391
0.444444 4.292929 0.513912
0.444444 4.343434 0.556122
0.444444 4.393939 0.596914
0.444444 4.444444 0.636184
0.444444 4.494949 0.673831
0.444444 4.545455 0.709760
0.444444 4.595960 0.743879
0.444444 4.646465 0.776101
0.444444 4.696970 0.806344
0.444444 4.747475 0.834530
0.444444 4.797980 0.860589
0.444444 4.848485 0.884452
0.444444 4.898990 0.906060
0.444444 4.949495 0.925357
0.444444 5.000000 0.942295
0.464646 0.000000 0.546866
0.464646 0.050505 0.506093
0.464646 0.101010 0.464030
0.464646 0.151515 0.420783
0.464646 0.202020 0.376463
0.464646 0.252525 0.331183
0.464646 0.303030 0.285058
0.464646 0.353535 0.238207
0.464646 0.404040 0.190748
0.464646 0.454545 0.142802
0.464646 0.505051 0.094492
0.464646 0.555556 0.045942
0.464646 0.606061 -0.002726
0.464646 0.656566 -0.051387
0.464646 0.707071 -0.099917
0.464646 0.757576 -0.148192
0.464646 0.808081 -0.196089
0.464646 0.858586 -0.243486
0.464646 0.909091 -0.290262
0.464646 0.959596 -0.336298
0.464646 1.010101 -0.381476
0.464646 1.060606 -0.425681
0.464646 1.111111 -0.468801
0.464646 1.161616 -0.510725
0.464646 1.212121 -0.551347
0.464646 1.262626 -0.590563
0.464646 1.313131 -0.628272
0.464646 1.363636 -0.664380
0.464646 1.414141 -0.698793
0.464646 1.464646 -0.731424
0.464646 1.515152 -0.762190
0.464646 1.565657 -0.791012
0.464646 1.616162 -0.817816
0.464646 1.666667 -0.842535
0.464646 1.717172 -0.865106
0.464646 1.767677 -0.885470
0.464646 1.818182 -0.903576
0.464646 1.868687 -0.919378
0.464646 1.919192 -0.932835
0.464646 1.969697 -0.943913
0.464646 2.020202 -0.952585
0.464646 2.070707 -0.958826
0.464646 2.121212 -0.962623
0.464646 2.171717 -0.963965
0.464646 2.222222 -0.962848
0.464646 2.272727 -0.959276
0.464646 2.323232 -0.953257
0.464646 2.373737 -0.944808
0.464646 2.424242 -0.933949
0.464646 2.474747 -0.920708
0.464646 2.525253 -0.905119
0.464646 2.575758 -0.887222
0.464646 2.626263 -0.867063
0.464646 2.676768 -0.844692
0.464646 2.727273 -0.820167
0.464646 2.777778 -0.793550
0.464646 2.828283 -0.764910
0.464646 2.878788 -0.734319
0.464646 2.929293 -0.701855
0.464646 2.979798 -0.667602
0.464646 3.030303 -0.631646
0.464646 3.080808 -0.594079
0.464646 3.131313 -0.554997
0.464646 3.181818 -0.514500
0.464646 3.232323 -0.472690
0.464646 3.282828 -0.429676
0.464646 3.333333 -0.385565
0.464646 3.383838 -0.340471
0.464646 3.434343 -0.294509
0.464646 3.484848 -0.247796
0.464646 3.535354 -0.200450
0.464646 3.585859 -0.152594
0.464646 3.636364 -0.104349
0.464646 3.686869 -0.055837
0.464646 3.737374 -0.007183
0.464646 3.787879 0.041489
0.464646 3.838384 0.090056
0.464646 3.888889 0.138393
0.464646 3.939394 0.186377
0.464646 3.989899 0.233885
0.464646 4.040404 0.280797
0.464646 4.090909 0.326993
0.464646 4.141414 0.372356
0.464646 4.191919 0.416768
0.464646 4.242424 0.460118
0.464646 4.292929 0.502294
0.464646 4.343434 0.543190
0.464646 4.393939 0.582700
0.464646 4.444444 0.620724
0.464646 4.494949 0.657165
0.464646 4.545455 0.691930
0.464646 4.595960 0.724931
0.464646 4.646465 0.756083
0.464646 4.696970 0.785306
0.464646 4.747475 0.812527
0.464646 4.797980 0.837676
0.464646 4.848485 0.860689
0.464646 4.898990 0.881507
0.464646 4.949495 0.900076
0.464646 5.000000 0.916351
0.484848 0.000000 0.527437
0.484848 0.050505 0.487841
0.484848 0.101010 0.447001
0.484848 0.151515 0.405021
0.484848 0.202020 0.362008
0.484848 0.252525 0.318071
0.484848 0.303030 0.273324
0.484848 0.353535 0.227879
0.484848 0.404040 0.181854
0.484848 0.454545 0.135365
0.484848 0.505051 0.088530
0.484848 0.555556 0.041470
0.484848 0.606061 -0.005697
0.484848 0.656566 -0.052848
0.484848 0.707071 -0.099865
0.484848 0.757576 -0.146627
0.484848 0.808081 -0.193015
0.484848 0.858586 -0.238911
0.484848 0.909091 -0.284198
0.484848 0.959596 -0.328760
0.484848 1.010101 -0.372483
0.484848 1.060606 -0.415257
0.484848 1.111111 -0.456972
0.484848 1.161616 -0.497521
0.484848 1.212121 -0.536801
0.484848 1.262626 -0.574713
0.484848 1.313131 -0.611159
0.484848 1.363636 -0.646046
0.484848 1.414141 -0.679286
0.484848 1.464646 -0.710793
0.484848 1.515152 -0.740488
0.484848 1.565657 -0.768294
0.484848 1.616162 -0.794141
0.484848 1.666667 -0.817963
0.484848 1.717172 -0.839698
0.484848 1.767677 -0.859293
0.484848 1.818182 -0.876696
0.484848 1.868687 -0.891863
0.484848 1.919192 -0.904756
0.484848 1.969697 -0.915341
0.484848 2.020202 -0.923592
0.484848 2.070707 -0.929488
0.484848 2.121212 -0.933013
0.484848 2.171717 -0.934159
0.484848 2.222222 -0.932923
0.484848 2.272727 -0.929307
0.484848 2.323232 -0.923322
0.484848 2.373737 -0.914982
0.484848 2.424242 -0.904308
0.484848 2.474747 -0.891329
0.484848 2.525253 -0.876076
0.484848 2.575758 -0.858589
0.484848 2.626263 -0.838912
0.484848 2.676768 -0.817096
0.484848 2.727273 -0.793197
0.484848 2.777778 -0.767274
0.484848 2.828283 -0.739395
0.484848 2.878788 -0.709630
0.484848 2.929293 -0.678055
0.484848 2.979798 -0.644751
0.484848 3.030303 -0.609803
0.484848 3.080808 -0.573300
0.484848 3.131313 -0.535335
0.484848 3.181818 -0.496005
0.484848 3.232323 -0.455409
0.484848 3.282828 -0.413652
0.484848 3.333333 -0.370841
0.484848 3.383838 -0.327083
0.484848 3.434343 -0.282492
0.484848 3.484848 -0.237180
0.484848 3.535354 -0.191263
0.484848 3.585859 -0.144859
0.484848 3.636364 -0.098085
0.484848 3.686869 -0.051060
0.484848 3.737374 -0.003906
0.484848 3.787879 0.043258
0.484848 3.838384 0.090312
0.484848 3.888889 0.137136
0.484848 3.939394 0.183610
0.484848 3.989899 0.229615
0.484848 4.040404 0.275036
0.484848 4.090909 0.319754
0.484848 4.141414 0.363658
0.484848 4.191919 0.406633
0.484848 4.242424 0.448572
0.484848 4.292929 0.489367
0.484848 4.343434 0.528914
0.484848 4.393939 0.567112
0.484848 4.444444 0.603864
0.484848 4.494949 0.639076
0.484848 4.545455 0.672658
0.484848 4.595960 0.704524
0.484848 4.646465 0.734594
0.484848 4.696970 0.762791
0.484848 4.747475 0.789042
0.484848 4.797980 0.813281
0.484848 4.848485 0.835446
0.484848 4.898990 0.855481
0.484848 4.949495 0.873333
0.484848 5.000000 0.888959
0.505051 0.000000 0.507862
0.505051 0.050505 0.469519
0.505051 0.101010 0.429979
0.505051 0.151515 0.389342
0.505051 0.202020 0.347713
0.505051 0.252525 0.305197
0.505051 0.303030 0.261902
0.505051 0.353535 0.217940
0.505051 0.404040 0.173422
0.505051 0.454545 0.128461
0.505051 0.505051 0.083173
0.505051 0.555556 0.037673
0.505051 0.606061 -0.007924
0.505051 0.656566 -0.053500
0.505051 0.707071 -0.098939
0.505051 0.757576 -0.144127
0.505051 0.808081 -0.188946
0.505051 0.858586 -0.233284
0.505051 0.909091 -0.277027
0.505051 0.959596 -0.320064
0.505051 1.010101 -0.362284
0.505051 1.060606 -0.403580
0.505051 1.111111 -0.443848
0.505051 1.161616 -0.482983
0.505051 1.212121 -0.520886
0.505051 1.262626 -0.557462
0.505051 1.313131 -0.592615
0.505051 1.363636 -0.626257
0.505051 1.414141 -0.658302
0.505051 1.464646 -0.688669
0.505051 1.515152 -0.717279
0.505051 1.565657 -0.744060
0.505051 1.616162 -0.768943
0.505051 1.666667 -0.791865
0.505051 1.717172 -0.812768
0.505051 1.767677 -0.831598
0.505051 1.818182 -0.848308
0.505051 1.868687 -0.862854
0.505051 1.919192 -0.875200
0.505051 1.969697 -0.885313
0.505051 2.020202 -0.893169
0.505051 2.070707 -0.898747
0.505051 2.121212 -0.902033
0.505051 2.171717 -0.903019
0.505051 2.222222 -0.901702
0.505051 2.272727 -0.898085
0.505051 2.323232 -0.892178
0.505051 2.373737 -0.883996
0.505051 2.424242 -0.873559
0.505051 2.474747 -0.860895
0.505051 2.525253 -0.846035
0.505051 2.575758 -0.829018
0.505051 2.626263 -0.809886
0.505051 2.676768 -0.788689
0.505051 2.727273 -0.765481
0.505051 2.777778 -0.740320
0.505051 2.828283 -0.713272
0.505051 2.878788 -0.684404
0.505051 2.929293 -0.653792
0.505051 2.979798 -0.621511
0.505051 3.030303 -0.587646
0.505051 3.080808 -0.552282
0.505051 3.131313 -0.515510
0.505051 3.181818 -0.477423
0.505051 3.232323 -0.438119
0.505051 3.282828 -0.397697
0.505051 3.333333 -0.356261
0.505051 3.383838 -0.313917
0.505051 3.434343 -0.270772
0.505051 3.484848 -0.226936
0.505051 3.535354 -0.182522
0.505051 3.585859 -0.137642
0.505051 3.636364 -0.092412
0.505051 3.686869 -0.046945
0.505051 3.737374 -0.001359
0.505051 3.787879 0.044231
0.505051 3.838384 0.089707
0.505051 3.888889 0.134955
0.505051 3.939394 0.179859
0.505051 3.989899 0.224305
0.505051 4.040404 0.268178
0.505051 4.090909 0.311367
0.505051 4.141414 0.353762
0.505051 4.191919 0.395255
0.505051 4.242424 0.435740
0.505051 4.292929 0.475114
0.505051 4.343434 0.513276
0.505051 4.393939 0.550130
0.505051 4.444444 0.585580
0.505051 4.494949 0.619537
0.505051 4.545455 0.651914
0.505051 4.595960 0.682628
0.505051 4.646465 0.711602
0.505051 4.696970 0.738760
0.505051 4.747475 0.764035
0.505051 4.797980 0.787362
0.505051 4.848485 0.808680
0.505051 4.898990 0.827936
0.505051 4.949495 0.845081
0.505051 5.000000 0.860071
0.525253 0.000000 0.488087
0.525253 0.050505 0.451077
0.525253 0.101010 0.412916
0.525253 0.151515 0.373702
0.525253 0.202020 0.333535
0.525253 0.252525 0.292517
0.525253 0.303030 0.250754
0.525253 0.353535 0.208351
0.525253 0.404040 0.165417
0.525253 0.454545 0.122061
0.525253 0.505051 0.078393
0.525253 0.555556 0.034526
0.525253 0.606061 -0.009430
0.525253 0.656566 -0.053361
0.525253 0.707071 -0.097156
0.525253 0.757576 -0.140704
0.525253 0.808081 -0.183892
0.525253 0.858586 -0.226612
0.525253 0.909091 -0.268754
0.525253 0.959596 -0.310210
0.525253 1.010101 -0.350876
0.525253 1.060606 -0.390646
0.525253 1.111111 -0.429420
0.525253 1.161616 -0.467100
0.525253 1.212121 -0.503588
0.525253 1.262626 -0.538791
0.525253 1.313131 -0.572621
0.525253 1.363636 -0.604990
0.525253 1.414141 -0.635817
0.525253 1.464646 -0.665022
0.525253 1.515152 -0.692531
0.525253 1.565657 -0.718274
0.525253 1.616162 -0.742185
0.525253 1.666667 -0.764203
0.525253 1.717172 -0.784273
0.525253 1.767677 -0.802343
0.525253 1.818182 -0.818366
0.525253 1.868687 -0.832302
0.525253 1.919192 -0.844116
0.525253 1.969697 -0.853777
0.525253 2.020202 -0.861261
0.525253 2.070707 -0.866548
0.525253 2.121212 -0.869626
0.525253 2.171717 -0.870486
0.525253 2.222222 -0.869126
0.525253 2.272727 -0.865549
0.525253 2.323232 -0.859765
0.525253 2.373737 -0.851789
0.525253 2.424242 -0.841640
0.525253 2.474747 -0.829345
0.525253 2.525253 -0.814934
0.525253 2.575758 -0.798446
0.525253 2.626263 -0.779921
0.525253 2.676768 -0.759408
0.525253 2.727273 -0.736958
0.525253 2.777778 -0.712628
0.525253 2.828283 -0.686481
0.525253 2.878788 -0.658583
0.525253 2.929293 -0.629006
0.525253 2.979798 -0.597825
0.525253 3.030303 -0.565119
0.525253 3.080808 -0.530972
0.525253 3.131313 -0.495471
0.525253 3.181818 -0.458706
0.525253 3.232323 -0.420771
0.525253 3.282828 -0.381764
0.525253 3.333333 -0.341783
0.525253 3.383838 -0.300930
0.525253 3.434343 -0.259310
0.525253 3.484848 -0.217028
0.525253 3.535354 -0.174193
0.525253 3.585859 -0.130914
0.525253 3.636364 -0.087301
0.525253 3.686869 -0.043465
0.525253 3.737374 0.000482
0.525253 3.787879 0.044427
0.525253 3.838384 0.088259
0.525253 3.888889 0.131866
0.525253 3.939394 0.175137
0.525253 3.989899 0.217961
0.525253 4.040404 0.260229
0.525253 4.090909 0.301833
0.525253 4.141414 0.342668
0.525253 4.191919 0.382629
0.525253 4.242424 0.421614
0.525253 4.292929 0.459524
0.525253 4.343434 0.496262
0.525253 4.393939 0.531735
0.525253 4.444444 0.565851
0.525253 4.494949 0.598524
0.525253 4.545455 0.629671
0.525253 4.595960 0.659213
0.525253 4.646465 0.687073
0.525253 4.696970 0.713181
0.525253 4.747475 0.737470
0.525253 4.797980 0.759878
0.525253 4.848485 0.780349
0.525253 4.898990 0.798829
0.525253 4.949495 0.815273
0.525253 5.000000 0.829637
0.545455 0.000000 0.468054
0.545455 0.050505 0.432456
0.545455 0.101010 0.395755
0.545455 0.151515 0.358045
0.545455 0.202020 0.319422
0.545455 0.252525 0.279984
0.545455 0.303030 0.239832
0.545455 0.353535 0.199069
0.545455 0.404040 0.157797
0.545455 0.454545 0.116124
0.545455 0.505051 0.074154
0.545455 0.555556 0.031995
0.545455 0.606061 -0.010245
0.545455 0.656566 -0.052460
0.545455 0.707071 -0.094540
0.545455 0.757576 -0.136379
0.545455 0.808081 -0.177871
0.545455 0.858586 -0.218909
0.545455 0.909091 -0.259389
0.545455 0.959596 -0.299207
0.545455 1.010101 -0.338262
0.545455 1.060606 -0.376455
0.545455 1.111111 -0.413687
0.545455 1.161616 -0.449865
0.545455 1.212121 -0.484895
0.545455 1.262626 -0.518689
0.545455 1.313131 -0.551160
0.545455 1.363636 -0.582225
0.545455 1.414141 -0.611806
0.545455 1.464646 -0.639826
0.545455 1.515152 -0.666215
0.545455 1.565657 -0.690904
0.545455 1.616162 -0.713832
0.545455 1.666667 -0.734939
0.545455 1.717172 -0.754172
0.545455 1.767677 -0.771482
0.545455 1.818182 -0.786824
0.545455 1.868687 -0.800160
0.545455 1.919192 -0.811455
0.545455 1.969697 -0.820680
0.545455 2.020202 -0.827813
0.545455 2.070707 -0.832835
0.545455 2.121212 -0.835732
0.545455 2.171717 -0.836499
0.545455 2.222222 -0.835132
0.545455 2.272727 -0.831636
0.545455 2.323232 -0.826018
0.545455 2.373737 -0.818294
0.545455 2.424242 -0.808483
0.545455 2.474747 -0.796611
0.545455 2.525253 -0.782707
0.545455 2.575758 -0.766807
0.545455 2.626263 -0.748951
0.545455 2.676768 -0.729185
0.545455 2.727273 -0.707560
0.545455 2.777778 -0.684130
0.545455 2.828283 -0.658956
0.545455 2.878788 -0.632101
0.545455 2.929293 -0.603634
0.545455 2.979798 -0.573628
0.545455 3.030303 -0.542159
0.545455 3.080808 -0.509307
0.545455 3.131313 -0.475156
0.545455 3.181818 -0.439794
0.545455 3.232323 -0.403310
0.545455 3.282828 -0.365797
0.545455 3.333333 -0.327352
0.545455 3.383838 -0.288072
0.545455 3.434343 -0.248057
0.545455 3.484848 -0.207410
0.545455 3.535354 -0.166234
0.545455 3.585859 -0.124633
0.545455 3.636364 -0.082715
0.545455 3.686869 -0.040586
0.545455 3.737374 0.001646
0.545455 3.787879 0.043875
0.545455 3.838384 0.085991
0.545455 3.888889 0.127888
0.545455 3.939394 0.169459
0.545455 3.989899 0.210598
0.545455 4.040404 0.251200
0.545455 4.090909 0.291161
0.545455 4.141414 0.330380
0.545455 4.191919 0.368756
0.545455 4.242424 0.406192
0.545455 4.292929 0.442592
0.545455 4.343434 0.477863
0.545455 4.393939 0.511915
0.545455 4.444444 0.544662
0.545455 4.494949 0.576020
0.545455 4.545455 0.605909
0.545455 4.595960 0.634253
0.545455 4.646465 0.660979
0.545455 4.696970 0.686020
0.545455 4.747475 0.709311
0.545455 4.797980 0.730793
0.545455 4.848485 0.750412
0.545455 4.898990 0.768117
0.545455 4.949495 0.783863
0.545455 5.000000 0.797610
0.565657 0.000000 0.447695
0.565657 0.050505 0.413592
0.565657 0.101010 0.378433
0.565657 0.151515 0.342310
0.565657 0.202020 0.305313
0.565657 0.252525 0.267538
0.565657 0.303030 0.229081
0.565657 0.353535 0.190039
0.565657 0.404040 0.150513
0.565657 0.454545 0.110603
0.565657 0.505051 0.070411
0.565657 0.555556 0.030039
0.565657 0.606061 -0.010409
0.565657 0.656566 -0.050831
0.565657 0.707071 -0.091123
0.565657 0.757576 -0.131182
0.565657 0.808081 -0.170908
0.565657 0.858586 -0.210197
0.565657 0.909091 -0.248950
0.565657 0.959596 -0.287069
0.565657 1.010101 -0.324455
0.565657 1.060606 -0.361014
0.565657 1.111111 -0.396652
0.565657 1.161616 -0.431279
0.565657 1.212121 -0.464806
0.565657 1.262626 -0.497147
0.565657 1.313131 -0.528221
0.565657 1.363636 -0.557947
0.565657 1.414141 -0.586251
0.565657 1.464646 -0.613059
0.565657 1.515152 -0.638305
0.565657 1.565657 -0.661922
0.565657 1.616162 -0.683851
0.565657 1.666667 -0.704037
0.565657 1.717172 -0.722426
0.565657 1.767677 -0.738974
0.565657 1.818182 -0.753637
0.565657 1.868687 -0.766378
0.565657 1.919192 -0.777165
0.565657 1.969697 -0.785969
0.565657 2.020202 -0.792770
0.565657 2.070707 -0.797548
0.565657 2.121212 -0.800293
0.565657 2.171717 -0.800997
0.565657 2.222222 -0.799658
0.565657 2.272727 -0.796279
0.565657 2.323232 -0.790870
0.565657 2.373737 -0.783444
0.565657 2.424242 -0.774021
0.565657 2.474747 -0.762623
0.565657 2.525253 -0.749280
0.565657 2.575758 -0.734027
0.565657 2.626263 -0.716901
0.565657 2.676768 -0.697948
0.565657 2.727273 -0.677214
0.565657 2.777778 -0.654754
0.565657 2.828283 -0.630623
0.565657 2.878788 -0.604885
0.565657 2.929293 -0.577604
0.565657 2.979798 -0.548849
0.565657 3.030303 -0.518695
0.565657 3.080808 -0.487219
0.565657 3.131313 -0.454500
0.565657 3.181818 -0.420621
0.565657 3.232323 -0.385671
0.565657 3.282828 -0.349736
0.565657 3.333333 -0.312910
0.565657 3.383838 -0.275285
0.565657 3.434343 -0.236959
0.565657 3.484848 -0.198028
0.565657 3.535354 -0.158593
0.565657 3.585859 -0.118752
0.565657 3.636364 -0.078609
0.565657 3.686869 -0.038266
0.565657 3.737374 0.002175
0.565657 3.787879 0.042611
0.565657 3.838384 0.082937
0.565657 3.888889 0.123053
0.565657 3.939394 0.162854
0.565657 3.989899 0.202240
0.565657 4.040404 0.241111
0.565657 4.090909 0.279366
0.565657 4.141414 0.316910
0.565657 4.191919 0.353644
0.565657 4.242424 0.389478
0.565657 4.292929 0.424317
0.565657 4.343434 0.458075
0.565657 4.393939 0.490665
0.565657 4.444444 0.522003
0.565657 4.494949 0.552010
0.565657 4.545455 0.580609
0.565657 4.595960 0.607728
0.565657 4.646465 0.633296
0.565657 4.696970 0.657250
0.565657 4.747475 0.679528
0.565657 4.797980 0.700072
0.565657 4.848485 0.718831
0.565657 4.898990 0.735757
0.565657 4.949495 0.750807
0.565657 5.000000 0.763942
0.585859 0.000000 0.426936
0.585859 0.050505 0.394410
0.585859 0.101010 0.360878
0.585859 0.151515 0.326426
0.585859 0.202020 0.291141
0.585859 0.252525 0.255114
0.585859 0.303030 0.218436
0.585859 0.353535 0.181201
0.585859 0.404040 0.143504
0.585859 0.454545 0.105442
0.585859 0.505051 0.067110
0.585859 0.555556 0.028607
0.585859 0.606061 -0.009969
0.585859 0.656566 -0.048519
0.585859 0.707071 -0.086946
0.585859 0.757576 -0.125151
0.585859 0.808081 -0.163037
0.585859 0.858586 -0.200507
0.585859 0.909091 -0.237465
0.585859 0.959596 -0.273818
0.585859 1.010101 -0.309473
0.585859 1.060606 -0.344339
0.585859 1.111111 -0.378326
0.585859 1.161616 -0.411349
0.585859 1.212121 -0.443322
0.585859 1.262626 -0.474165
0.585859 1.313131 -0.503799
0.585859 1.363636 -0.532148
0.585859 1.414141 -0.559140
0.585859 1.464646 -0.584706
0.585859 1.515152 -0.608781
0.585859 1.565657 -0.631303
0.585859 1.616162 -0.652215
0.585859 1.666667 -0.671464
0.585859 1.717172 -0.689001
0.585859 1.767677 -0.704781
0.585859 1.818182 -0.718763
0.585859 1.868687 -0.730912
