-5.000000 -3.000000 2.050672
-4.795918 -3.000000 1.891010
-4.591837 -3.000000 1.772295
-4.387755 -3.000000 1.694370
-4.183673 -3.000000 1.655389
-3.979592 -3.000000 1.651888
-3.775510 -3.000000 1.678928
-3.571429 -3.000000 1.730306
-3.367347 -3.000000 1.798807
-3.163265 -3.000000 1.876505
-2.959184 -3.000000 1.955094
-2.755102 -3.000000 2.026229
-2.551020 -3.000000 2.081876
-2.346939 -3.000000 2.114643
-2.142857 -3.000000 2.118087
-1.938776 -3.000000 2.086984
-1.734694 -3.000000 2.017542
-1.530612 -3.000000 1.907561
-1.326531 -3.000000 1.756523
-1.122449 -3.000000 1.565616
-0.918367 -3.000000 1.337680
-0.714286 -3.000000 1.077094
-0.510204 -3.000000 0.789591
-0.306122 -3.000000 0.482021
-0.102041 -3.000000 0.162069
0.102041 -3.000000 -0.162069
0.306122 -3.000000 -0.482021
0.510204 -3.000000 -0.789591
0.714286 -3.000000 -1.077094
0.918367 -3.000000 -1.337680
1.122449 -3.000000 -1.565616
1.326531 -3.000000 -1.756523
1.530612 -3.000000 -1.907561
1.734694 -3.000000 -2.017542
1.938776 -3.000000 -2.086984
2.142857 -3.000000 -2.118087
2.346939 -3.000000 -2.114643
2.551020 -3.000000 -2.081876
2.755102 -3.000000 -2.026229
2.959184 -3.000000 -1.955094
3.163265 -3.000000 -1.876505
3.367347 -3.000000 -1.798807
3.571429 -3.000000 -1.730306
3.775510 -3.000000 -1.678928
3.979592 -3.000000 -1.651888
4.183673 -3.000000 -1.655389
4.387755 -3.000000 -1.694370
4.591837 -3.000000 -1.772295
4.795918 -3.000000 -1.891010
5.000000 -3.000000 -2.050672

-5.000000 -2.793103 1.891820
-4.795918 -2.793103 1.742487
-4.591837 -2.793103 1.632027
-4.387755 -2.793103 1.560294
-4.183673 -2.793103 1.525533
-3.979592 -2.793103 1.524457
-3.775510 -2.793103 1.552376
-3.571429 -2.793103 1.603402
-3.367347 -2.793103 1.670683
-3.163265 -2.793103 1.746697
-2.959184 -2.793103 1.823556
-2.755102 -2.793103 1.893339
-2.551020 -2.793103 1.948418
-2.346939 -2.793103 1.981774
-2.142857 -2.793103 1.987291
-1.938776 -2.793103 1.960010
-1.734694 -2.793103 1.896330
-1.530612 -2.793103 1.794163
-1.326531 -2.793103 1.653017
-1.122449 -2.793103 1.474019
-0.918367 -2.793103 1.259866
-0.714286 -2.793103 1.014716
-0.510204 -2.793103 0.744011
-0.306122 -2.793103 0.454255
-0.102041 -2.793103 0.152743
0.102041 -2.793103 -0.152743
0.306122 -2.793103 -0.454255
0.510204 -2.793103 -0.744011
0.714286 -2.793103 -1.014716
0.918367 -2.793103 -1.259866
1.122449 -2.793103 -1.474019
1.326531 -2.793103 -1.653017
1.530612 -2.793103 -1.794163
1.734694 -2.793103 -1.896330
1.938776 -2.793103 -1.960010
2.142857 -2.793103 -1.987291
2.346939 -2.793103 -1.981774
2.551020 -2.793103 -1.948418
2.755102 -2.793103 -1.893339
2.959184 -2.793103 -1.823556
3.163265 -2.793103 -1.746697
3.367347 -2.793103 -1.670683
3.571429 -2.793103 -1.603402
3.775510 -2.793103 -1.552376
3.979592 -2.793103 -1.524457
4.183673 -2.793103 -1.525533
4.387755 -2.793103 -1.560294
4.591837 -2.793103 -1.632027
4.795918 -2.793103 -1.742487
5.000000 -2.793103 -1.891820

-5.000000 -2.586207 1.771412
-4.795918 -2.586207 1.633913
-4.591837 -2.586207 1.531558
-4.387755 -2.586207 1.464213
-4.183673 -2.586207 1.430293
-3.979592 -2.586207 1.426824
-3.775510 -2.586207 1.449570
-3.571429 -2.586207 1.493203
-3.367347 -2.586207 1.551534
-3.163265 -2.586207 1.617758
-2.959184 -2.586207 1.684747
-2.755102 -2.586207 1.745338
-2.551020 -2.586207 1.792636
-2.346939 -2.586207 1.820296
-2.142857 -2.586207 1.822789
-1.938776 -2.586207 1.795630
-1.734694 -2.586207 1.735566
-1.530612 -2.586207 1.640707
-1.326531 -2.586207 1.510611
-1.122449 -2.586207 1.346294
-0.918367 -2.586207 1.150197
-0.714286 -2.586207 0.926076
-0.510204 -2.586207 0.678853
-0.306122 -2.586207 0.414407
-0.102041 -2.586207 0.139333
0.102041 -2.586207 -0.139333
0.306122 -2.586207 -0.414407
0.510204 -2.586207 -0.678853
0.714286 -2.586207 -0.926076
0.918367 -2.586207 -1.150197
1.122449 -2.586207 -1.346294
1.326531 -2.586207 -1.510611
1.530612 -2.586207 -1.640707
1.734694 -2.586207 -1.735566
1.938776 -2.586207 -1.795630
2.142857 -2.586207 -1.822789
2.346939 -2.586207 -1.820296
2.551020 -2.586207 -1.792636
2.755102 -2.586207 -1.745338
2.959184 -2.586207 -1.684747
3.163265 -2.586207 -1.617758
3.367347 -2.586207 -1.551534
3.571429 -2.586207 -1.493203
3.775510 -2.586207 -1.449570
3.979592 -2.586207 -1.426824
4.183673 -2.586207 -1.430293
4.387755 -2.586207 -1.464213
4.591837 -2.586207 -1.531558
4.795918 -2.586207 -1.633913
5.000000 -2.586207 -1.771412

-5.000000 -2.379310 1.685757
-4.795918 -2.379310 1.561456
-4.591837 -2.379310 1.467068
-4.387755 -2.379310 1.402482
-4.183673 -2.379310 1.366347
-3.979592 -2.379310 1.356132
-3.775510 -2.379310 1.368230
-3.571429 -2.379310 1.398109
-3.367347 -2.379310 1.440497
-3.163265 -2.379310 1.489604
-2.959184 -2.379310 1.539362
-2.755102 -2.379310 1.583675
-2.551020 -2.379310 1.616672
-2.346939 -2.379310 1.632954
-2.142857 -2.379310 1.627814
-1.938776 -2.379310 1.597434
-1.734694 -2.379310 1.539044
-1.530612 -2.379310 1.451038
-1.326531 -2.379310 1.333037
-1.122449 -2.379310 1.185909
-0.918367 -2.379310 1.011728
-0.714286 -2.379310 0.813694
-0.510204 -2.379310 0.595996
-0.306122 -2.379310 0.363637
-0.102041 -2.379310 0.122232
